Start source_only c6->c4 seed=46 init_sha256=f7a36f8ae49613bd5ba814e2562826bc0ad4fcc2564cc749136e9ff2fb9b7b48
source_only epoch=18/50 source_MSE=3543.968262 gram=0.000000 source_order_sha256=ffe7bdf1ce33eb0083ff6d7f42c7be92446e35f131000d9e994ed3e0d758af39 target_unique=0
source_only epoch=19/50 source_MSE=3003.379834 gram=0.000000 source_order_sha256=2254d17d8c587d2b097559fe5156cea351b68f51c1017478c9b5b8dc90fc0b14 target_unique=0
source_only epoch=20/50 source_MSE=2459.652783 gram=0.000000 source_order_sha256=f415c568d7d8db59303b85bfc817155a0be2ec283477f75e6575a8a527900996 target_unique=0
source_only epoch=21/50 source_MSE=2031.270386 gram=0.000000 source_order_sha256=3c8e5dbaf39e7632bfe9fee296bc172ef601d4c6294279dfbea7cffa9328218a target_unique=0
source_only epoch=22/50 source_MSE=1647.518848 gram=0.000000 source_order_sha256=ac294e251312176d0d40ea54d93a54b42495502bcb04312071358c24f1bb1a46 target_unique=0
source_only epoch=23/50 source_MSE=1346.009155 gram=0.000000 source_order_sha256=eef9fba928cc56b40a2300963870f7c73b6af65b48a7030977e935a1efa896cb target_unique=0
source_only epoch=24/50 source_MSE=1086.938391 gram=0.000000 source_order_sha256=7245b6a266109d661c0552fb0d5afab1d7f986283023c37b5087b06d5609f586 target_unique=0
source_only epoch=25/50 source_MSE=997.538165 gram=0.000000 source_order_sha256=c2d5c8c8492acf6ac20b1682bd30d730ad77952566d1cb1ac96cab07097a76e8 target_unique=0
source_only epoch=26/50 source_MSE=705.033240 gram=0.000000 source_order_sha256=880b11a68c3e9331b8b85f8b293d16ee89de970ed21d1e27190a8236ea3853a9 target_unique=0
source_only epoch=27/50 source_MSE=546.136353 gram=0.000000 source_order_sha256=46d2fb7f517579897edf44af4c4c7370d382e161a19d511f7c8039bb57b9cd0e target_unique=0
source_only epoch=28/50 source_MSE=458.567233 gram=0.000000 source_order_sha256=ce74ee140cc37ceaa169460330a8d480c042dc0cb4e3041415702b072281c550 target_unique=0
source_only epoch=29/50 source_MSE=305.242996 gram=0.000000 source_order_sha256=d9e0f60480670f491ea3d5863ee2950ed74376fd4cd39a136bd56119046525af target_unique=0
source_only epoch=30/50 source_MSE=256.275023 gram=0.000000 source_order_sha256=fd91dc1b94d0a0a48def896214cdf12068ab19a5150643cc31e54614ab9d7c93 target_unique=0
source_only epoch=31/50 source_MSE=176.329813 gram=0.000000 source_order_sha256=3b517477f5e2e983f0621ffb3bea3e5c22fce61e693dc45e40d5b7bb8e2802a1 target_unique=0
source_only epoch=32/50 source_MSE=162.505967 gram=0.000000 source_order_sha256=c114a5417c784b0bf3eed5ea582865e655d2fdcdd834ae7129dc1d23b005ff7d target_unique=0
source_only epoch=33/50 source_MSE=97.107756 gram=0.000000 source_order_sha256=f18750f3c89bd3c6a3810e8fa998a7dadc289fdacf46cec48d15c3465fd72575 target_unique=0
source_only epoch=34/50 source_MSE=81.995505 gram=0.000000 source_order_sha256=26fb9d8ade12e39eb6d29de095657d8167d0990aaf65fa29fe51aa63e1d070bb target_unique=0
source_only epoch=35/50 source_MSE=74.773891 gram=0.000000 source_order_sha256=b33c1dcbcfbb1359ba8014a0ccc2558bc8122791f45011a2392af5dc126773ec target_unique=0
source_only epoch=36/50 source_MSE=76.040624 gram=0.000000 source_order_sha256=3570f4c448082ba2bb1c483f49e0037053aa7e61383d7d1aceb58e887d4e3059 target_unique=0
source_only epoch=37/50 source_MSE=57.733963 gram=0.000000 source_order_sha256=fae30d267d8a739def121ea5250cfff9001d87dfb0616d0e23cb70ece64bd03d target_unique=0
source_only epoch=38/50 source_MSE=74.381163 gram=0.000000 source_order_sha256=8101cd9fe59adb7821243662b08492e4d12a6f6baf0d39c61f2d0a1ec3f78fcb target_unique=0
source_only epoch=39/50 source_MSE=64.034660 gram=0.000000 source_order_sha256=4c4648d71a519d8f0322b43e3549a95e79979b8c9c8aacb7ee567d231b1a1b87 target_unique=0
source_only epoch=40/50 source_MSE=74.718164 gram=0.000000 source_order_sha256=7f67143d17b4c6d7ca2bb9a5274f71e73a57628319f4ad8d79dc443ad05d9709 target_unique=0
source_only epoch=41/50 source_MSE=49.328861 gram=0.000000 source_order_sha256=290bb2d929e2e87c73d15343a24f9940275ffecd0af1626c6cdfb2648d6f8638 target_unique=0
source_only epoch=42/50 source_MSE=64.137505 gram=0.000000 source_order_sha256=b70c91332029c18e8e2ae7c0337443d8806c0ef60f9c1fc48313aab168272689 target_unique=0
source_only epoch=43/50 source_MSE=44.575139 gram=0.000000 source_order_sha256=d413266be36c0512b14385a568e71e1f1569152d4b2db25368c04025ab1ce668 target_unique=0
source_only epoch=44/50 source_MSE=35.976726 gram=0.000000 source_order_sha256=e9b1011dec804903b42132101c448cc31b524f9307fbb047fa5a952e8053f47c target_unique=0
source_only epoch=45/50 source_MSE=40.353900 gram=0.000000 source_order_sha256=5197ae9a1d6430afdeb727920aed5c43628d0872d0fb153f6c730cf5b8aa028e target_unique=0
source_only epoch=46/50 source_MSE=31.327069 gram=0.000000 source_order_sha256=131a66417f4ba6bb4a03a727177bb1e42c0b1dc35cbdc9478dbaa3ee25249734 target_unique=0
source_only epoch=47/50 source_MSE=28.465959 gram=0.000000 source_order_sha256=50a71b1ad5a92b0514ffd25e8e9590fe656be97238adf96ef6bbbc3e62b7101b target_unique=0
source_only epoch=48/50 source_MSE=20.367969 gram=0.000000 source_order_sha256=52f79a349b1207b47449a87fde32a9e301d4ebe25e481101391c4e1642f9b7b5 target_unique=0
source_only epoch=49/50 source_MSE=32.518163 gram=0.000000 source_order_sha256=d7899aea879777ed996823025588b152e641a4d83e79180ce0c9f5837a87b7af target_unique=0
source_only epoch=50/50 source_MSE=32.487714 gram=0.000000 source_order_sha256=178577b9813c7e1fdd2aa57d877b499ba4740fbe194202af48079a889d9cbcca target_unique=0
Saved final epoch checkpoint: artifacts\norm_comparison_20260925\minmax\c6_to_c4\seed_46\source_only\final.pth
